,SK_ID_CURR,TARGET
847,103094,0.0
848,103098,
849,103099,0.0
850,103104,
851,103110,0.0
852,103115,0.0
853,103122,0.0
854,103126,0.0
855,103127,
856,103128,0.0
857,103130,
858,103135,
859,103139,0.0
860,103149,0.0
861,103153,0.0
862,103161,0.0
863,103165,0.0
864,103167,0.0
865,103170,
866,103174,0.0
867,103178,0.0
868,103179,0.0
869,103189,0.0
870,103191,0.0
871,103200,0.0
872,103210,0.0
873,103213,0.0
874,103223,0.0
875,103225,
876,103233,0.0
877,103235,
878,103236,0.0
879,103237,0.0
880,103244,
881,103245,0.0
882,103261,0.0
883,103262,
884,103264,
885,103266,0.0
886,103270,1.0
887,103275,0.0
888,103276,0.0
889,103277,
890,103278,0.0
891,103281,
892,103285,0.0
893,103289,
894,103293,0.0
895,103294,0.0
896,103296,
897,103299,0.0
898,103305,
899,103308,
900,103310,1.0
901,103312,0.0
902,103314,0.0
903,103321,0.0
904,103326,0.0
905,103327,0.0
906,103328,0.0
907,103331,0.0
908,103332,
909,103333,0.0
910,103340,0.0
911,103343,0.0
912,103349,0.0
913,103354,0.0
914,103358,0.0
915,103360,0.0
916,103362,0.0
917,103364,0.0
918,103374,0.0
919,103375,0.0
920,103379,0.0
921,103380,1.0
922,103382,0.0
923,103386,0.0
924,103389,
925,103391,0.0
926,103399,0.0
927,103401,0.0
928,103403,0.0
929,103405,1.0
930,103411,0.0
931,103413,0.0
932,103417,0.0
933,103419,
934,103423,0.0
935,103425,0.0
936,103427,
937,103434,0.0
938,103438,1.0
939,103439,1.0
940,103445,0.0
941,103464,0.0
942,103467,0.0
943,103469,0.0
944,103477,1.0
945,103483,
946,103488,0.0
947,103489,0.0
948,103491,0.0
949,103495,0.0
950,103499,
951,103505,0.0
952,103506,0.0
953,103508,0.0
954,103510,0.0
955,103518,1.0
956,103519,0.0
957,103521,0.0
958,103522,
959,103527,0.0
960,103528,0.0
961,103538,
962,103539,
963,103543,1.0
964,103547,0.0
965,103552,0.0
966,103554,0.0
967,103555,1.0
968,103556,
969,103559,0.0
970,103561,0.0
971,103565,0.0
972,103576,
973,103587,0.0
974,103590,0.0
975,103602,0.0
976,103611,0.0
977,103619,0.0
978,103623,0.0
979,103630,0.0
980,103632,
981,103637,0.0
982,103645,
983,103646,
984,103653,
985,103655,
986,103657,
987,103660,
988,103661,0.0
989,103667,1.0
990,103670,0.0
991,103671,0.0
992,103673,
993,103677,0.0
994,103688,0.0
995,103692,
996,103693,0.0
997,103698,1.0
998,103703,
999,103707,0.0
1000,103709,0.0
1001,103716,
1002,103720,
1003,103729,0.0
1004,103730,0.0
1005,103732,
1006,103739,1.0
1007,103746,0.0
1008,103752,
1009,103754,0.0
1010,103757,0.0
1011,103761,0.0
1012,103765,0.0
1013,103767,0.0
1014,103775,
1015,103776,0.0
1016,103778,0.0
1017,103779,0.0
1018,103785,
1019,103786,0.0
1020,103793,1.0
1021,103795,0.0
1022,103798,0.0
1023,103801,0.0
1024,103820,
1025,103821,1.0
1026,103822,0.0
1027,103827,0.0
1028,103833,0.0
1029,103835,
1030,103839,0.0
1031,103844,0.0
1032,103846,0.0
1033,103849,
1034,103852,
1035,103859,0.0
1036,103860,0.0
1037,103863,0.0
1038,103864,0.0
1039,103867,0.0
1040,103868,0.0
1041,103869,0.0
1042,103872,0.0
1043,103874,0.0
1044,103886,0.0
1045,103887,0.0
1046,103888,
1047,103889,1.0
1048,103890,0.0
1049,103892,
1050,103894,0.0
1051,103896,0.0
1052,103897,0.0
1053,103898,0.0
1054,103902,0.0
1055,103906,0.0
1056,103910,0.0
1057,103912,0.0
1058,103917,1.0
1059,103919,0.0
1060,103920,0.0
1061,103926,0.0
1062,103928,0.0
1063,103931,0.0
1064,103942,0.0
1065,103947,
1066,103951,0.0
1067,103962,
1068,103964,
1069,103967,
1070,103968,
1071,103969,0.0
1072,103979,
1073,103991,0.0
1074,103992,0.0
1075,103994,1.0
1076,103995,0.0
1077,104000,1.0
1078,104001,0.0
1079,104003,0.0
1080,104004,
1081,104008,0.0
1082,104011,0.0
1083,104013,
1084,104018,0.0
1085,104023,0.0
1086,104024,0.0
1087,104030,
1088,104039,
1089,104046,
1090,104060,0.0
1091,104070,1.0
1092,104074,0.0
1093,104075,0.0
1094,104081,0.0
1095,104085,
1096,104090,1.0
1097,104091,
1098,104094,0.0
1099,104099,0.0
1100,104108,
1101,104117,0.0
1102,104127,
1103,104129,0.0
1104,104130,0.0
1105,104133,0.0
1106,104134,
1107,104137,
1108,104138,0.0
1109,104141,0.0
1110,104143,0.0
1111,104144,0.0
1112,104146,0.0
1113,104151,0.0
1114,104152,0.0
1115,104158,0.0
1116,104169,0.0
1117,104174,0.0
1118,104177,0.0
1119,104181,0.0
1120,104182,0.0
1121,104186,
1122,104187,
1123,104192,
1124,104193,
1125,104194,0.0
1126,104199,0.0
1127,104200,
1128,104201,0.0
1129,104212,0.0
1130,104213,0.0
1131,104214,0.0
1132,104217,
1133,104221,
1134,104227,0.0
1135,104231,0.0
1136,104232,0.0
1137,104235,0.0
1138,104239,0.0
1139,104240,
1140,104241,
1141,104242,
1142,104243,0.0
1143,104249,0.0
1144,104251,0.0
1145,104259,0.0
1146,104264,0.0
1147,104266,
1148,104267,
1149,104269,
1150,104275,
1151,104276,
1152,104291,1.0
1153,104293,0.0
1154,104307,0.0
1155,104310,
1156,104311,
1157,104314,0.0
1158,104322,0.0
1159,104323,0.0
1160,104331,0.0
1161,104336,0.0
1162,104337,0.0
1163,104340,0.0
1164,104342,0.0
1165,104347,0.0
1166,104349,0.0
1167,104361,0.0
1168,104363,0.0
1169,104371,0.0
1170,104378,0.0
1171,104382,0.0
1172,104385,0.0
1173,104386,1.0
1174,104387,0.0
1175,104388,0.0
1176,104389,0.0
1177,104390,
1178,104393,0.0
1179,104399,0.0
1180,104404,0.0
1181,104414,
1182,104416,0.0
1183,104421,0.0
1184,104428,0.0
1185,104429,
1186,104431,
1187,104433,0.0
1188,104440,
1189,104442,1.0
1190,104444,0.0
1191,104448,0.0
1192,104450,
1193,104454,0.0
1194,104455,0.0
1195,104462,0.0
1196,104463,0.0
1197,104468,0.0
1198,104470,0.0
1199,104471,0.0
1200,104474,0.0
1201,104478,
1202,104488,1.0
1203,104489,
1204,104492,0.0
1205,104493,0.0
1206,104504,0.0
1207,104511,
1208,104515,
1209,104525,0.0
1210,104536,0.0
1211,104537,
1212,104540,
1213,104545,0.0
1214,104548,0.0
1215,104550,0.0
1216,104551,0.0
1217,104556,0.0
1218,104557,
1219,104558,1.0
1220,104561,0.0
1221,104566,0.0
1222,104567,0.0
1223,104575,0.0
1224,104581,0.0
1225,104586,
1226,104592,0.0
1227,104597,0.0
1228,104601,
1229,104603,
1230,104605,0.0
1231,104606,0.0
1232,104608,
1233,104609,0.0
1234,104614,0.0
1235,104615,0.0
1236,104628,0.0
1237,104630,
1238,104638,0.0
1239,104641,
1240,104642,0.0
1241,104648,0.0
1242,104649,
1243,104653,0.0
1244,104655,0.0
1245,104660,0.0
1246,104661,0.0
1247,104665,0.0
1248,104672,
1249,104674,0.0
1250,104682,
1251,104693,
1252,104695,0.0
1253,104705,0.0
1254,104716,
1255,104723,0.0
1256,104727,0.0
1257,104729,0.0
1258,104732,0.0
1259,104733,
1260,104738,0.0
1261,104750,
1262,104756,0.0
1263,104758,0.0
1264,104763,0.0
1265,104764,
1266,104765,0.0
1267,104782,0.0
1268,104786,0.0
1269,104787,0.0
1270,104792,0.0
1271,104801,
1272,104802,0.0
1273,104804,0.0
1274,104805,0.0
1275,104808,0.0
1276,104813,0.0
1277,104818,0.0
1278,104820,
1279,104823,0.0
1280,104824,1.0
1281,104828,
1282,104836,
1283,104838,
1284,104841,0.0
1285,104843,0.0
1286,104854,0.0
1287,104855,0.0
1288,104859,0.0
1289,104865,
1290,104867,0.0
1291,104869,0.0
1292,104875,0.0
1293,104882,0.0
1294,104883,0.0
1295,104886,0.0
1296,104887,0.0
1297,104889,0.0
1298,104890,0.0
1299,104891,0.0
1300,104892,0.0
1301,104895,0.0
1302,104901,0.0
1303,104903,0.0
1304,104905,0.0
1305,104909,0.0
1306,104918,
1307,104925,0.0
1308,104929,0.0
1309,104934,
1310,104935,0.0
1311,104940,0.0
1312,104941,0.0
1313,104944,1.0
1314,104946,0.0
1315,104952,0.0
1316,104955,0.0
1317,104960,0.0
1318,104966,
1319,104968,0.0
1320,104970,1.0
1321,104982,0.0
1322,104986,0.0
1323,104987,0.0
1324,104989,
1325,104995,0.0
1326,104996,
1327,104997,0.0
1328,104999,0.0
1329,105002,0.0
1330,105003,0.0
1331,105007,0.0
1332,105014,0.0
1333,105016,0.0
1334,105021,
1335,105031,
1336,105036,0.0
1337,105040,0.0
1338,105047,
1339,105048,0.0
1340,105050,0.0
1341,105058,0.0
1342,105061,
1343,105062,
1344,105063,0.0
1345,105066,0.0
1346,105069,0.0
1347,105070,
1348,105076,0.0
1349,105078,0.0
1350,105080,0.0
1351,105085,
1352,105087,0.0
1353,105102,0.0
1354,105104,0.0
1355,105113,1.0
1356,105118,0.0
1357,105123,
1358,105127,0.0
1359,105129,0.0
1360,105131,
1361,105132,
1362,105136,0.0
1363,105138,0.0
1364,105148,0.0
1365,105149,0.0
1366,105150,0.0
1367,105158,0.0
1368,105159,0.0
1369,105161,0.0
1370,105162,0.0
1371,105165,0.0
1372,105166,
1373,105175,0.0
1374,105181,1.0
1375,105182,
1376,105187,
1377,105189,0.0
1378,105198,0.0
1379,105208,
1380,105212,0.0
1381,105217,
1382,105218,0.0
1383,105225,0.0
1384,105229,
1385,105236,0.0
1386,105238,0.0
1387,105241,0.0
1388,105250,0.0
1389,105252,0.0
1390,105254,0.0
1391,105262,0.0
1392,105264,0.0
1393,105269,0.0
1394,105270,0.0
1395,105284,0.0
1396,105285,0.0
1397,105288,0.0
1398,105290,0.0
1399,105291,0.0
1400,105296,
1401,105299,0.0
1402,105300,0.0
1403,105303,0.0
1404,105304,0.0
1405,105307,0.0
1406,105313,0.0
1407,105315,0.0
1408,105322,0.0
1409,105323,
1410,105326,
1411,105328,0.0
1412,105330,0.0
1413,105337,0.0
1414,105346,
1415,105347,0.0
1416,105350,0.0
1417,105352,0.0
1418,105360,
1419,105361,0.0
1420,105373,
1421,105378,0.0
1422,105379,1.0
1423,105381,0.0
1424,105383,1.0
1425,105387,
1426,105389,0.0
1427,105392,0.0
1428,105398,0.0
1429,105400,0.0
1430,105401,0.0
1431,105416,
1432,105420,
1433,105422,
1434,105426,0.0
1435,105429,0.0
1436,105434,
1437,105437,
1438,105444,1.0
1439,105445,0.0
1440,105447,
1441,105448,0.0
1442,105449,0.0
1443,105453,0.0
1444,105463,0.0
1445,105479,0.0
1446,105480,0.0
1447,105481,0.0
1448,105482,0.0
1449,105484,0.0
1450,105494,0.0
1451,105497,
1452,105499,0.0
1453,105503,0.0
1454,105504,
1455,105505,0.0
1456,105506,1.0
1457,105511,0.0
1458,105513,0.0
1459,105516,
1460,105520,0.0
1461,105525,0.0
1462,105526,
1463,105530,0.0
1464,105536,0.0
1465,105538,0.0
1466,105540,
1467,105541,0.0
1468,105543,0.0
1469,105544,1.0
1470,105546,
1471,105547,0.0
1472,105548,
1473,105550,
1474,105551,0.0
1475,105557,
1476,105561,0.0
1477,105563,0.0
1478,105567,0.0
1479,105572,0.0
1480,105575,0.0
1481,105585,
1482,105586,0.0
1483,105591,
1484,105596,0.0
1485,105597,0.0
1486,105598,0.0
1487,105599,0.0
1488,105604,0.0
1489,105607,0.0
1490,105608,
1491,105610,
1492,105612,
1493,105613,0.0
1494,105614,
1495,105616,0.0
1496,105626,0.0
1497,105628,0.0
1498,105631,0.0
1499,105632,1.0
1500,105639,1.0
1501,105640,1.0
1502,105642,0.0
1503,105650,
1504,105651,0.0
1505,105656,0.0
1506,105661,0.0
1507,105663,0.0
1508,105664,0.0
1509,105670,0.0
1510,105671,0.0
1511,105673,0.0
1512,105676,0.0
1513,105677,0.0
1514,105684,0.0
1515,105688,1.0
1516,105690,
1517,105694,0.0
1518,105698,0.0
1519,105699,
1520,105700,0.0
1521,105704,1.0
1522,105707,0.0
1523,105714,1.0
1524,105719,
1525,105721,0.0
1526,105724,0.0
1527,105728,0.0
1528,105741,
1529,105753,0.0
1530,105755,
1531,105763,0.0
1532,105776,
1533,105777,0.0
1534,105778,0.0
1535,105779,0.0
1536,105781,
1537,105782,0.0
1538,105783,0.0
1539,105788,1.0
1540,105798,1.0
1541,105799,0.0
1542,105800,0.0
1543,105808,
1544,105811,0.0
1545,105813,0.0
1546,105814,0.0
1547,105822,0.0
1548,105827,0.0
1549,105828,0.0
1550,105830,0.0
1551,105833,0.0
1552,105835,0.0
1553,106562,
1554,105840,0.0
1555,105842,0.0
1556,105843,0.0
1557,105845,0.0
1558,105849,
1559,105857,0.0
1560,105862,
1561,105868,0.0
1562,105876,0.0
1563,105878,0.0
1564,105887,
1565,105892,0.0
1566,105893,
1567,105895,0.0
1568,105896,0.0
1569,105897,0.0
1570,105904,0.0
1571,105907,0.0
1572,105914,0.0
1573,105917,1.0
1574,105918,
1575,105921,1.0
1576,105934,0.0
1577,105940,0.0
1578,105941,0.0
1579,105943,0.0
1580,105944,
1581,105945,0.0
1582,105951,0.0
1583,105952,0.0
1584,105963,
1585,105970,0.0
1586,105974,
1587,105980,0.0
1588,105993,0.0
1589,105994,0.0
1590,106002,0.0
1591,106003,
1592,106004,0.0
1593,106007,0.0
1594,106018,
1595,106033,0.0
1596,106034,0.0
1597,106045,0.0
1598,106046,0.0
1599,106047,0.0
1600,106051,0.0
1601,106057,0.0
1602,106060,0.0
1603,106063,0.0
1604,106064,0.0
1605,106068,
1606,106070,0.0
1607,106074,1.0
1608,106078,0.0
1609,106079,0.0
1610,106080,0.0
1611,106089,0.0
1612,106094,0.0
1613,106097,0.0
1614,106099,
