SK_ID_CURR,TARGET
102554,0.0
102565,0.0
102570,0.0
102572,0.0
102573,0.0
102574,1.0
102577,0.0
102578,1.0
102585,0.0
102591,0.0
102593,0.0
102602,0.0
102610,0.0
102619,0.0
102624,1.0
102625,0.0
102626,0.0
102631,0.0
102633,0.0
102636,0.0
102639,0.0
102643,0.0
102646,0.0
102651,0.0
102656,1.0
102667,0.0
102668,0.0
102677,0.0
102678,0.0
102679,1.0
102681,1.0
102686,0.0
102691,0.0
102705,0.0
102707,0.0
102718,0.0
102723,0.0
102730,0.0
102732,0.0
102734,0.0
102736,0.0
102737,0.0
102741,0.0
102747,0.0
102768,1.0
102769,0.0
102774,0.0
102777,0.0
102778,0.0
102779,0.0
102781,0.0
102785,0.0
102787,0.0
102788,0.0
102793,0.0
102803,0.0
102808,0.0
102812,0.0
102819,0.0
102821,0.0
102823,0.0
102824,0.0
102831,0.0
102834,0.0
102841,0.0
102842,0.0
102849,0.0
102850,0.0
102858,0.0
102873,0.0
102885,0.0
102890,0.0
102893,0.0
102906,0.0
102913,0.0
102928,0.0
102934,0.0
102936,0.0
102938,0.0
102941,1.0
102953,0.0
102956,0.0
102961,0.0
102962,0.0
102970,0.0
102972,0.0
102984,0.0
102986,0.0
102998,0.0
103007,0.0
103009,0.0
103015,0.0
103024,0.0
103026,0.0
103033,0.0
103043,0.0
103047,0.0
103048,0.0
103055,0.0
103058,0.0
103066,0.0
103080,0.0
103089,0.0
103091,0.0
103094,0.0
103099,0.0
103110,0.0
103115,0.0
103122,0.0
103126,0.0
103128,0.0
103139,0.0
103149,0.0
103153,0.0
103161,0.0
103165,0.0
103167,0.0
103174,0.0
103178,0.0
103179,0.0
103189,0.0
103191,0.0
103200,0.0
103210,0.0
103213,0.0
103223,0.0
103233,0.0
103236,0.0
103237,0.0
103245,0.0
103261,0.0
103266,0.0
103270,1.0
103275,0.0
103276,0.0
103278,0.0
103285,0.0
103293,0.0
103294,0.0
103299,0.0
103310,1.0
103312,0.0
103314,0.0
103321,0.0
103326,0.0
103327,0.0
103328,0.0
103331,0.0
103333,0.0
103340,0.0
103343,0.0
103349,0.0
103354,0.0
103358,0.0
103360,0.0
103362,0.0
103364,0.0
103374,0.0
103375,0.0
103379,0.0
103380,1.0
103382,0.0
103386,0.0
103391,0.0
103399,0.0
103401,0.0
103403,0.0
103405,1.0
103411,0.0
103413,0.0
103417,0.0
103423,0.0
103425,0.0
103434,0.0
103438,1.0
103439,1.0
103445,0.0
103464,0.0
103467,0.0
103469,0.0
103477,1.0
103488,0.0
103489,0.0
103491,0.0
103495,0.0
103505,0.0
103506,0.0
103508,0.0
103510,0.0
103518,1.0
103519,0.0
103521,0.0
103527,0.0
103528,0.0
103543,1.0
103547,0.0
103552,0.0
103554,0.0
103555,1.0
103559,0.0
103561,0.0
103565,0.0
103587,0.0
103590,0.0
103602,0.0
103611,0.0
103619,0.0
103623,0.0
103630,0.0
103637,0.0
103661,0.0
103667,1.0
103670,0.0
103671,0.0
103677,0.0
103688,0.0
103693,0.0
103698,1.0
103707,0.0
103709,0.0
103729,0.0
103730,0.0
103739,1.0
103746,0.0
103754,0.0
103757,0.0
103761,0.0
103765,0.0
103767,0.0
103776,0.0
103778,0.0
103779,0.0
103786,0.0
103793,1.0
103795,0.0
103798,0.0
103801,0.0
103821,1.0
103822,0.0
103827,0.0
103833,0.0
103839,0.0
103844,0.0
103846,0.0
103859,0.0
103860,0.0
103863,0.0
103864,0.0
103867,0.0
103868,0.0
103869,0.0
103872,0.0
103874,0.0
103886,0.0
103887,0.0
103889,1.0
103890,0.0
103894,0.0
103896,0.0
103897,0.0
103898,0.0
103902,0.0
103906,0.0
103910,0.0
103912,0.0
103917,1.0
103919,0.0
103920,0.0
103926,0.0
103928,0.0
103931,0.0
103942,0.0
103951,0.0
103969,0.0
103991,0.0
103992,0.0
103994,1.0
103995,0.0
104000,1.0
104001,0.0
104003,0.0
104008,0.0
104011,0.0
104018,0.0
104023,0.0
104024,0.0
104060,0.0
104070,1.0
104074,0.0
104075,0.0
104081,0.0
104090,1.0
104094,0.0
104099,0.0
104117,0.0
104129,0.0
104130,0.0
104133,0.0
104138,0.0
104141,0.0
104143,0.0
104144,0.0
104146,0.0
104151,0.0
104152,0.0
104158,0.0
104169,0.0
104174,0.0
104177,0.0
104181,0.0
104182,0.0
104194,0.0
104199,0.0
104201,0.0
104212,0.0
104213,0.0
104214,0.0
104227,0.0
104231,0.0
104232,0.0
104235,0.0
104239,0.0
104243,0.0
104249,0.0
104251,0.0
104259,0.0
104264,0.0
104291,1.0
104293,0.0
104307,0.0
104314,0.0
104322,0.0
104323,0.0
104331,0.0
104336,0.0
104337,0.0
104340,0.0
104342,0.0
104347,0.0
104349,0.0
104361,0.0
104363,0.0
104371,0.0
104378,0.0
104382,0.0
104385,0.0
104386,1.0
104387,0.0
104388,0.0
104389,0.0
104393,0.0
104399,0.0
104404,0.0
104416,0.0
104421,0.0
104428,0.0
104433,0.0
104442,1.0
104444,0.0
104448,0.0
104454,0.0
104455,0.0
104462,0.0
104463,0.0
104468,0.0
104470,0.0
104471,0.0
104474,0.0
104488,1.0
104492,0.0
104493,0.0
104504,0.0
104525,0.0
104536,0.0
104545,0.0
104548,0.0
104550,0.0
104551,0.0
104556,0.0
104558,1.0
104561,0.0
104566,0.0
104567,0.0
104575,0.0
104581,0.0
104592,0.0
104597,0.0
104605,0.0
104606,0.0
104609,0.0
104614,0.0
104615,0.0
104628,0.0
104638,0.0
104642,0.0
104648,0.0
104653,0.0
104655,0.0
104660,0.0
104661,0.0
104665,0.0
104674,0.0
104695,0.0
104705,0.0
104723,0.0
104727,0.0
104729,0.0
104732,0.0
104738,0.0
104756,0.0
104758,0.0
104763,0.0
104765,0.0
104782,0.0
104786,0.0
104787,0.0
104792,0.0
104802,0.0
104804,0.0
104805,0.0
104808,0.0
104813,0.0
104818,0.0
104823,0.0
104824,1.0
104841,0.0
104843,0.0
104854,0.0
104855,0.0
104859,0.0
104867,0.0
104869,0.0
104875,0.0
104882,0.0
104883,0.0
104886,0.0
104887,0.0
104889,0.0
104890,0.0
104891,0.0
104892,0.0
104895,0.0
104901,0.0
104903,0.0
104905,0.0
104909,0.0
104925,0.0
104929,0.0
104935,0.0
104940,0.0
104941,0.0
104944,1.0
104946,0.0
104952,0.0
104955,0.0
104960,0.0
104968,0.0
104970,1.0
104982,0.0
104986,0.0
104987,0.0
104995,0.0
104997,0.0
104999,0.0
105002,0.0
105003,0.0
105007,0.0
105014,0.0
105016,0.0
105036,0.0
105040,0.0
105048,0.0
105050,0.0
105058,0.0
105063,0.0
105066,0.0
105069,0.0
105076,0.0
105078,0.0
105080,0.0
105087,0.0
105102,0.0
105104,0.0
105113,1.0
105118,0.0
105127,0.0
105129,0.0
105136,0.0
105138,0.0
105148,0.0
105149,0.0
105150,0.0
105158,0.0
105159,0.0
105161,0.0
105162,0.0
105165,0.0
105175,0.0
105181,1.0
105189,0.0
105198,0.0
105212,0.0
105218,0.0
105225,0.0
105236,0.0
105238,0.0
105241,0.0
105250,0.0
105252,0.0
105254,0.0
105262,0.0
105264,0.0
105269,0.0
105270,0.0
105284,0.0
105285,0.0
105288,0.0
105290,0.0
105291,0.0
105299,0.0
105300,0.0
105303,0.0
105304,0.0
105307,0.0
105313,0.0
105315,0.0
105322,0.0
105328,0.0
105330,0.0
105337,0.0
105347,0.0
105350,0.0
105352,0.0
105361,0.0
105378,0.0
105379,1.0
105381,0.0
105383,1.0
105389,0.0
105392,0.0
105398,0.0
105400,0.0
105401,0.0
105426,0.0
105429,0.0
105444,1.0
105445,0.0
105448,0.0
105449,0.0
105453,0.0
105463,0.0
105479,0.0
105480,0.0
105481,0.0
105482,0.0
105484,0.0
105494,0.0
105499,0.0
105503,0.0
105505,0.0
105506,1.0
105511,0.0
105513,0.0
105520,0.0
105525,0.0
105530,0.0
105536,0.0
105538,0.0
105541,0.0
105543,0.0
105544,1.0
105547,0.0
105551,0.0
105561,0.0
105563,0.0
105567,0.0
105572,0.0
105575,0.0
105586,0.0
105596,0.0
105597,0.0
105598,0.0
105599,0.0
105604,0.0
105607,0.0
105613,0.0
105616,0.0
105626,0.0
105628,0.0
105631,0.0
105632,1.0
105639,1.0
105640,1.0
105642,0.0
105651,0.0
105656,0.0
105661,0.0
105663,0.0
105664,0.0
105670,0.0
105671,0.0
105673,0.0
105676,0.0
105677,0.0
105684,0.0
105688,1.0
105694,0.0
105698,0.0
105700,0.0
105704,1.0
105707,0.0
105714,1.0
105721,0.0
105724,0.0
105728,0.0
105753,0.0
105763,0.0
105777,0.0
105778,0.0
105779,0.0
105782,0.0
105783,0.0
105788,1.0
105798,1.0
105799,0.0
105800,0.0
105811,0.0
105813,0.0
105814,0.0
105822,0.0
105827,0.0
105828,0.0
105830,0.0
105833,0.0
105835,0.0
105840,0.0
105842,0.0
105843,0.0
105845,0.0
105857,0.0
105868,0.0
105876,0.0
105878,0.0
105892,0.0
105895,0.0
105896,0.0
105897,0.0
105904,0.0
105907,0.0
105914,0.0
105917,1.0
105921,1.0
105934,0.0
105940,0.0
105941,0.0
105943,0.0
105945,0.0
105951,0.0
105952,0.0
105970,0.0
105980,0.0
105993,0.0
105994,0.0
106002,0.0
106004,0.0
106007,0.0
106033,0.0
106034,0.0
106045,0.0
106046,0.0
106047,0.0
106051,0.0
106057,0.0
106060,0.0
106063,0.0
106064,0.0
106070,0.0
106074,1.0
106078,0.0
106079,0.0
106080,0.0
106089,0.0
106094,0.0
106097,0.0
106104,1.0
106108,0.0
106112,0.0
106119,0.0
106125,0.0
106126,0.0
106138,0.0
106154,0.0
106160,0.0
106167,0.0
106168,0.0
106172,0.0
106173,0.0
106177,0.0
106178,0.0
106192,0.0
106193,0.0
106213,0.0
106220,0.0
106227,0.0
106237,0.0
106240,0.0
106244,0.0
106250,0.0
106253,0.0
106255,0.0
106263,0.0
106269,0.0
106270,0.0
106278,0.0
106282,0.0
106289,0.0
106291,0.0
106292,0.0
106303,0.0
106304,0.0
106306,0.0
106309,0.0
106310,0.0
106318,0.0
106328,0.0
106331,0.0
106335,0.0
106338,0.0
106340,0.0
106350,0.0
106352,0.0
106361,0.0
106365,0.0
106367,0.0
106371,0.0
106379,0.0
106381,1.0
106385,0.0
106389,0.0
106398,0.0
106400,0.0
106404,0.0
106407,0.0
106408,0.0
106419,0.0
106425,0.0
106430,1.0
106435,0.0
106436,0.0
106443,0.0
106446,0.0
106449,0.0
106461,0.0
106463,0.0
106471,0.0
106473,0.0
106474,0.0
106480,0.0
106481,0.0
106495,0.0
106499,0.0
106502,1.0
106504,0.0
106509,0.0
106510,0.0
106511,0.0
106521,0.0
106524,0.0
106532,0.0
106538,0.0
106539,0.0
106540,0.0
106545,0.0
106548,0.0
106554,0.0
106555,0.0
106558,0.0
106563,1.0
106572,0.0
106583,0.0
106584,0.0
106598,0.0
106600,0.0
106604,0.0
106605,0.0
106606,0.0
106614,0.0
106621,0.0
106626,0.0
106630,0.0
106633,0.0
106636,0.0
106639,0.0
106646,0.0
106656,0.0
106659,1.0
106662,0.0
106664,0.0
106676,0.0
106679,0.0
106681,0.0
106684,0.0
106689,0.0
106693,0.0
106694,0.0
106697,1.0
106698,0.0
106703,0.0
106708,0.0
106725,1.0
106729,0.0
106745,0.0
106749,0.0
106758,1.0
106759,0.0
106765,0.0
106767,0.0
106769,0.0
106770,0.0
106777,0.0
106778,0.0
106779,0.0
106781,0.0
106783,0.0
106794,0.0
106806,1.0
106807,0.0
106809,0.0
106832,0.0
106839,1.0
106843,0.0
106847,0.0
106848,0.0
106849,0.0
106850,0.0
106855,0.0
106856,0.0
106860,0.0
106862,0.0
106864,0.0
106870,0.0
106872,0.0
106874,0.0
106879,0.0
106883,0.0
106884,1.0
106894,0.0
106901,0.0
106910,0.0
106915,0.0
106927,0.0
106929,0.0
106946,0.0
106960,0.0
106961,0.0
106962,0.0
106968,0.0
106969,0.0
106970,0.0
106971,1.0
106975,0.0
106984,0.0
106992,0.0
106998,0.0
107006,0.0
107008,1.0
107012,0.0
107015,0.0
107019,0.0
107028,0.0
107032,0.0
107046,0.0
107054,0.0
107056,0.0
107059,0.0
107060,0.0
107065,0.0
107066,0.0
107067,0.0
107083,0.0
107089,0.0
107095,0.0
107100,0.0
107102,0.0
107103,0.0
107105,0.0
107107,0.0
107108,0.0
107109,0.0
107110,1.0
107111,0.0
107112,0.0
107116,0.0
107118,0.0
107127,0.0
107133,0.0
107137,0.0
107140,0.0
107142,0.0
107143,0.0
107147,0.0
107149,0.0
107151,0.0
107153,0.0
107154,0.0
107155,0.0
107157,1.0
107161,0.0
107167,0.0
107173,0.0
107178,1.0
107181,0.0
107185,0.0
107187,0.0
107195,1.0
107196,0.0
107199,0.0
107209,0.0
107210,0.0
107211,1.0
107212,0.0
107225,0.0
107228,0.0
107229,0.0
107231,0.0
107235,0.0
107244,0.0
107272,0.0
107274,0.0
107277,0.0
107282,0.0
107283,0.0
107289,0.0
107292,0.0
107293,0.0
107299,0.0
107302,0.0
107316,0.0
107317,0.0
107322,0.0
107327,0.0
107328,1.0
107344,0.0
107346,0.0
107348,0.0
107352,0.0
107357,0.0
107358,0.0
107363,0.0
107364,0.0
107365,0.0
107375,0.0
107378,0.0
107380,0.0
107381,0.0
107383,0.0
107386,0.0
107389,0.0
107397,0.0
107404,0.0
107411,0.0
107413,0.0
107414,0.0
107420,0.0
107432,0.0
107434,0.0
107442,0.0
107457,0.0
107461,0.0
107462,0.0
107466,0.0
107473,0.0
107477,0.0
107486,0.0
107491,0.0
107494,0.0
107497,0.0
107501,0.0
107505,0.0
107506,0.0
107516,0.0
107517,0.0
107522,0.0
107524,0.0
107525,0.0
107529,0.0
107541,0.0
107545,0.0
107546,0.0
107548,0.0
107549,0.0
107562,0.0
107568,1.0
107572,0.0
107576,0.0
107577,0.0
107579,0.0
107580,0.0
107581,1.0
107584,0.0
107592,1.0
107603,0.0
107611,0.0
107613,0.0
107618,0.0
107620,0.0
107621,0.0
107622,0.0
107623,0.0
107644,0.0
107656,0.0
107659,0.0
107667,0.0
107673,0.0
107674,0.0
107675,0.0
107676,0.0
107679,0.0
107688,0.0
107689,0.0
107690,0.0
107695,0.0
107696,0.0
107702,0.0
107705,0.0
107713,0.0
107715,0.0
107719,1.0
107726,0.0
107731,0.0
107735,0.0
107736,1.0
107737,0.0
107738,0.0
107743,0.0
107744,0.0
107751,0.0
107753,0.0
107754,0.0
107767,0.0
107773,0.0
107777,0.0
107780,0.0
107781,1.0
107786,0.0
107792,0.0
107799,0.0
107806,0.0
107809,0.0
107810,0.0
107812,0.0
107814,0.0
107823,0.0
107827,0.0
107831,0.0
107835,0.0
107840,0.0
107844,0.0
107845,0.0
107857,0.0
107864,0.0
107865,0.0
107869,0.0
107873,0.0
107878,0.0
107880,0.0
107881,0.0
107882,0.0
107884,0.0
107885,0.0
107900,0.0
107902,0.0
107907,0.0
107912,0.0
107919,0.0
107922,0.0
107923,0.0
107929,0.0
107930,0.0
107933,0.0
107943,0.0
107948,0.0
107951,0.0
107954,0.0
107956,0.0
107958,0.0
107965,0.0
107967,0.0
107970,0.0
107974,0.0
107991,0.0
107992,0.0
108003,0.0
108007,0.0
108014,0.0
108026,0.0
108031,0.0
108034,0.0
108035,0.0
108037,0.0
108040,0.0
108057,0.0
108058,0.0
108059,0.0
108061,0.0
108063,0.0
108076,0.0
108077,0.0
108079,0.0
108080,0.0
108086,0.0
108091,0.0
108094,1.0
108097,0.0
108099,0.0
108104,0.0
108111,0.0
108117,1.0
108121,1.0
108130,0.0
108138,0.0
108140,0.0
108146,0.0
108151,0.0
108152,0.0
108158,0.0
108159,0.0
108162,0.0
108164,0.0
108165,0.0
108172,0.0
108176,0.0
108181,0.0
108182,0.0
108191,0.0
108193,0.0
108198,0.0
108211,0.0
108213,0.0
108215,0.0
108224,0.0
108229,0.0
108234,0.0
108235,0.0
108236,0.0
108237,0.0
108238,0.0
108239,0.0
108244,0.0
108255,1.0
108268,0.0
108269,0.0
108272,0.0
108273,0.0
108281,0.0
108282,0.0
108284,0.0
108285,0.0
108286,0.0
108288,0.0
108294,0.0
108296,0.0
108298,0.0
108299,0.0
108308,0.0
108312,0.0
108314,0.0
108316,0.0
108318,0.0
108321,0.0
108322,0.0
108323,0.0
108328,0.0
108331,0.0
108341,0.0
108345,0.0
108348,0.0
108354,0.0
108357,0.0
108358,0.0
108366,0.0
108369,0.0
108372,0.0
108375,0.0
108376,0.0
108379,0.0
108386,0.0
108387,1.0
108389,0.0
108395,0.0
108397,0.0
108398,0.0
108404,0.0
108409,0.0
108414,0.0
108420,0.0
108424,0.0
108425,0.0
108426,0.0
108435,0.0
108439,0.0
108446,0.0
108453,0.0
108455,0.0
108461,0.0
108485,0.0
108487,0.0
108488,0.0
108494,0.0
108497,0.0
108505,0.0
108509,0.0
108513,0.0
108515,0.0
108527,0.0
108529,0.0
108532,0.0
108534,0.0
108537,0.0
108546,0.0
108550,0.0
108565,0.0
108567,0.0
108569,0.0
108578,1.0
108581,0.0
108582,0.0
108589,0.0
108593,0.0
108600,0.0
108601,0.0
108612,0.0
108623,0.0
108624,0.0
108628,0.0
108631,0.0
108632,0.0
108635,0.0
108636,1.0
108638,0.0
108640,0.0
108642,0.0
108644,0.0
108645,0.0
108646,0.0
108650,0.0
108651,0.0
108653,0.0
108658,0.0
108676,0.0
108677,0.0
108696,0.0
108697,0.0
108698,0.0
108705,1.0
108706,0.0
108712,0.0
108720,0.0
108721,1.0
108724,0.0
108733,1.0
108747,0.0
108752,1.0
108753,0.0
108762,0.0
108765,0.0
108778,1.0
108780,0.0
108791,0.0
108796,0.0
108797,0.0
108815,0.0
108817,0.0
108822,0.0
108831,0.0
108840,1.0
108843,0.0
108848,0.0
108856,0.0
108857,0.0
108860,0.0
108861,0.0
108862,0.0
108863,0.0
108869,0.0
108883,0.0
108888,0.0
108897,0.0
108915,0.0
108924,0.0
108934,0.0
108935,0.0
108940,0.0
108949,0.0
108951,0.0
108957,0.0
108961,0.0
108966,0.0
108970,0.0
108971,0.0
108972,0.0
108978,0.0
108979,0.0
108982,0.0
108984,0.0
108994,0.0
108995,0.0
108998,0.0
109019,0.0
109022,0.0
109023,1.0
109027,0.0
109030,0.0
109032,0.0
109039,0.0
109041,0.0
109054,0.0
109061,0.0
109062,0.0
109065,0.0
109069,0.0
109072,0.0
109077,0.0
109083,1.0
109085,0.0
109089,0.0
109095,0.0
109096,0.0
109105,0.0
109111,0.0
109116,1.0
109117,0.0
109121,0.0
109124,0.0
109127,0.0
109134,0.0
109143,0.0
109149,0.0
109150,0.0
109156,0.0
109165,0.0
109178,0.0
109185,0.0
109187,0.0
109194,0.0
109197,0.0
109204,0.0
109221,0.0
109228,0.0
109229,0.0
109232,0.0
109235,0.0
109237,0.0
109239,0.0
109243,1.0
109250,0.0
109259,1.0
109264,0.0
109274,0.0
109288,0.0
109294,0.0
109296,0.0
109313,0.0
109319,0.0
109320,0.0
109327,1.0
109329,0.0
109334,0.0
109338,0.0
109339,0.0
109343,0.0
109349,0.0
109350,0.0
109354,0.0
109371,0.0
109383,0.0
109391,0.0
109394,0.0
109395,0.0
109396,1.0
109397,0.0
109403,0.0
109407,0.0
109411,0.0
109415,0.0
109417,0.0
109419,0.0
109424,0.0
109425,0.0
109431,0.0
109433,0.0
109434,1.0
109438,0.0
109439,0.0
109442,0.0
109445,0.0
109448,0.0
109449,0.0
109451,0.0
109457,1.0
109460,0.0
109476,0.0
109480,0.0
109488,0.0
109489,0.0
109490,0.0
109491,0.0
109496,0.0
109497,0.0
109503,0.0
109510,0.0
109511,1.0
109512,0.0
109518,0.0
109523,0.0
109526,0.0
109530,0.0
109531,0.0
109538,1.0
109550,0.0
109557,0.0
109560,0.0
109565,0.0
109568,0.0
109569,0.0
109571,1.0
109575,0.0
109577,0.0
109585,0.0
109591,0.0
109600,1.0
109609,0.0
109614,0.0
109615,0.0
109616,0.0
109618,0.0
109621,0.0
109629,0.0
109633,0.0
109639,0.0
109641,0.0
109647,0.0
109658,0.0
109666,0.0
109668,0.0
109674,0.0
109678,0.0
109681,0.0
109684,0.0
109686,0.0
109694,0.0
109707,0.0
109715,0.0
109719,0.0
109726,0.0
109737,0.0
109739,0.0
109747,0.0
109754,0.0
109755,0.0
